Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Provision for Loan Losses;Non-Cash Items;Change in Working Capital;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Loans & Interbank;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Effect of Foreign Exchange Rates;Net Change in Cash
NBHC;6767721;USD;2022;FY;2022-12-31;2023-02-28;2025-02-25;32360005;32680932;71274000;16448000;36729000;105503000;-15320000;214634000;-12430000;-986578000;234263000;-752137000;-30447000;382446000;-379000;-114198000;;-651701000
NBHC;6767721;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;37937579;38111208;142048000;23853000;8295000;4675000;-17438000;161433000;-36834000;-477109000;;-398529000;-39643000;-45587000;-917000;230903000;;-6193000
NBTB;6767681;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;43676987;43988623;104388000;13167000;51134000;177648000;-201064000;145273000;-8157000;-315460000;-6760000;-712586000;-47207000;-412003000;-7796000;1023151000;;455838000
NBTB;6767681;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;43385154;43718804;154885000;12704000;-8257000;66442000;-66589000;159185000;-7740000;-6883000;-1550000;-547608000;-47738000;-95693000;-21602000;984813000;;596390000
NBTB;6767681;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;43676987;43988623;151995000;12418000;17147000;-4794000;6457000;183223000;-7009000;-715689000;-2616000;-962341000;-49765000;512162000;-14713000;-292603000;;-1071721000
NBTB;6767681;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;44528000;44770000;118782000;15429000;25274000;81839000;-83867000;157457000;-9254000;-246576000;44564000;-44226000;-55886000;-206861000;-4853000;-105392000;;7839000
NBTB;6767681;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;47165000;47433000;140641000;19968000;19607000;167546000;-159195000;188567000;-11742000;-262986000;-1383000;-399160000;-62263000;-223861000;-190000;289460000;;78867000
NCBS;6767733;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;10337000;10541000;60469000;10685000;10300000;833075000;-835630000;78899000;-10791000;-115510000;-21820000;-208696000;;-16249000;-40033000;750597000;;620800000
NCBS;6767733;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;10736000;11145000;60652000;13857000;14900000;637183000;-626195000;100397000;-12791000;-65459000;367797000;-374130000;;-84008000;-60201000;66166000;;-207567000
NCBS;6767733;USD;2022;FY;2022-12-31;2023-02-24;2025-02-25;13909299;14374931;94260000;21930000;11500000;190686000;-187830000;130546000;-12234000;-722493000;-28221000;-529514000;;164134000;-58215000;-41601000;;-440569000
NCBS;6767733;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;14742675;15070579;61516000;18403000;4990000;181222000;-146006000;120125000;-18202000;-168801000;;579311000;-11119000;-376000000;5346000;-362728000;;336708000
NCBS;6767733;USD;2024;FY;2024-12-31;2025-02-25;2026-02-27;15049225;15415822;124059000;16952000;3850000;234684000;-245759000;133786000;-16520000;-267748000;;-288474000;-16548000;-5172000;15140000;199304000;;44616000
NRIM;9075878;USD;2023;FY;2023-12-31;2024-03-08;2026-03-06;22405884;22645840;25394000;3311000;3842000;375487000;-369259000;38775000;-6166000;-287893000;;-254921000;-13609000;-420000;-8489000;75326000;;-140820000
NRIM;9075878;USD;2024;FY;2024-12-31;2025-03-10;2026-03-06;22011188;22335932;36971000;3610000;3293000;582214000;-632487000;-6399000;-620000;-341764000;-40658000;-199953000;-13751000;-30837000;12000;150558000;;-55794000
NTB;6767697;USD;2020;FY;2020-12-31;2021-02-23;2023-02-22;50509000;50850000;147217000;62435000;8491000;15778000;-45771000;188150000;-20566000;-1845088000;;-41709000;-88932000;27647000;-84901000;546449000;42707000;735597000
NTRS;407194;USD;2020;FY;2020-12-31;2021-02-23;2023-02-28;208319412;209007986;1209300000;500300000;125000000;90100000;-27900000;1896800000;-135800000;-22377000000;;-29923000000;-630500000;-2213700000;-680300000;27871900000;84600000;-69700000
NTRS;407194;USD;2021;FY;2021-12-31;2022-02-28;2024-02-27;207708000;208593000;1545300000;615300000;-81500000;-8900000;-714200000;1356000000;-95500000;-14274300000;;-18602600000;-625100000;-1205300000;-213800000;16073500000;-159600000;-1332700000
NTRS;407194;USD;2022;FY;2022-12-31;2023-02-28;2025-02-24;208309000;208867000;1336000000;612800000;12000000;-165900000;597500000;2392400000;-128600000;20722300000;;25929800000;-796700000;5455700000;-31500000;-26437400000;-287400000;1597400000
NTRS;407194;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;207248094;207563746;1107300000;637600000;24500000;100900000;755300000;2625600000;-116500000;1849700000;;4784100000;-663300000;940900000;-345200000;-7182600000;-89800000;137300000
NTRS;407194;USD;2024;FY;2024-12-31;2025-02-24;2026-02-24;201263646;201870105;2031100000;681700000;-3000000;-2000000;-3193800000;-486000000;699100000;-934000000;;-2563500000;-644100000;-103800000;-928400000;3439500000;-504300000;-114300000
NWBI;6767641;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;126181586;127009837;154323000;6633000;-15788000;803148000;-742858000;205458000;-17517000;-3951552000;28238000;-232970000;;;;;;-27512000
NWBI;6767641;USD;2022;FY;2022-12-31;2023-02-24;2025-02-25;126167892;126724093;133666000;6448000;28315000;383845000;-376843000;175431000;-4320000;-909537000;;-917423000;;;;;;-741992000
NWBI;6767641;USD;2023;FY;2023-12-31;2024-02-23;2026-02-25;126668671;126988172;134957000;24497000;22874000;205241000;-294679000;92890000;-8564000;-517012000;;-239680000;;;;;;-146790000
NWBI;6767641;USD;2024;FY;2024-12-31;2025-02-25;2026-02-25;127085446;127699501;100278000;21340000;24505000;243721000;-262177000;127667000;-2308000;180742000;;174974000;;;;;;302641000
NWFL;9075852;USD;2020;FY;2020-12-31;2021-03-09;2022-03-11;7215311;7215311;15080000;1436000;5450000;13824000;-21993000;13797000;-127000;-80770000;15193000;-61357000;-7263000;-12932000;290000;143838000;;96278000
NWFL;9075852;USD;2021;FY;2021-12-31;2022-03-11;2023-03-17;8178000;8199000;24915000;1604000;4200000;5554000;-7075000;29198000;-809000;57938000;;-130964000;-8539000;-14942000;-916000;196754000;;94988000
OBNK;7962622;USD;2020;FY;2020-12-31;2021-03-02;2023-02-22;23367221;23511952;36357000;6880000;59900000;-99108000;-3142000;887000;-7198000;-1598059000;-525000;-2115732000;-8854000;695476000;-475000;2200541000;;85696000
OBNK;7962622;USD;2021;FY;2021-12-31;2022-02-23;2024-02-28;23431504;23608586;108546000;6830000;-10765000;60443000;6432000;171486000;-4997000;511943000;-7682000;12852000;-11525000;-663716000;-1110000;144066000;;328404000
OBT;12442270;USD;2020;FY;2020-12-31;2021-03-30;2022-03-30;8977204;8977204;11679000;1560000;5413000;-1713000;-5595000;11344000;-692000;-259287000;;-330960000;-3585000;14323000;-1164000;415736000;;96120000
OBT;12442270;USD;2021;FY;2021-12-31;2022-03-30;2023-03-24;9937384;9937384;21287000;1660000;2428000;-4145000;-910000;20320000;-1959000;-134038000;;-291307000;-4029000;;34873000;455934000;;184947000
OCFC;7962616;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;59919000;60072000;63309000;14639000;59404000;126642000;-131338000;132656000;-13559000;21018000;23460000;-22169000;-42917000;-427147000;41956000;1074948000;;1185435000
OFED;9075988;USD;2021;FY;2021-06-30;2021-09-21;2022-09-20;5562009;5611095;4065000;1913000;;16391000;-17442000;4927000;-258000;16925000;;-34272000;-2200000;10000000;-1226000;25412000;;-3933000
OFED;9075988;USD;2022;FY;2022-06-30;2022-09-20;2022-09-20;5578186;5582931;4099000;1645000;;10064000;-10100000;5708000;-214000;-5821000;;-37506000;-2212000;-6000000;-658000;10882000;;-20916000
OMF;687414;USD;2020;FY;2020-12-31;2021-02-09;2023-02-10;134716012;134919258;730000000;264000000;;1333000000;-120000000;2207000000;;-748000000;;-751000000;-846000000;487000000;;-365000000;;1091000000
OMF;687414;USD;2021;FY;2021-12-31;2022-02-11;2024-02-13;131453207;132900000;1314000000;264000000;;725000000;-52000000;2251000000;;-1954000000;;-2143000000;-1677000000;-162000000;;-1845000000;;-1737000000
OMF;687414;USD;2022;FY;2022-12-31;2023-02-10;2025-02-07;122211896;124400000;872000000;262000000;;1333000000;-79000000;2388000000;;-1985000000;;-2119000000;-759000000;469000000;;-304000000;;-35000000
OMF;687414;USD;2023;FY;2023-12-31;2024-02-13;2026-02-06;120382227;120629590;641000000;257000000;;1669000000;-48000000;2519000000;;-2916000000;;-2862000000;-544000000;1491000000;;937000000;;594000000
OMF;687414;USD;2024;FY;2024-12-31;2025-02-07;2026-02-06;119659278;120119983;509000000;277000000;;2039000000;-126000000;2699000000;;-3232000000;-64000000;-3266000000;-560000000;701000000;;130000000;;-437000000
ONB;6481068;USD;2020;FY;2020-12-31;2021-02-10;2023-02-22;165509000;166177000;226409000;43002000;42879000;1430444000;-1522914000;219820000;-23045000;-1644119000;;-2141452000;-92946000;-177706000;-81781000;2235007000;;313375000
ONB;6481068;USD;2021;FY;2021-12-31;2022-02-10;2024-02-22;165178000;165929000;277538000;38612000;;-67390000;-1193192000;-944432000;-19448000;1481015000;;-156771000;-92829000;-102255000;-3148000;1333510000;;232307000
OPBK;9075972;USD;2020;FY;2020-12-31;2021-03-15;2023-03-16;15196351;15223888;13127000;1301000;5961000;85187000;-110427000;-4851000;-619000;-109470000;;-147068000;-4262000;5000000;-7724000;172286000;;20367000
