parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
Sumitomo Mitsui Trust Group ,E100001016255,legal entity,353800P843RLCDBLNT17,4295878477,JPN,JPN,0.44,Sumitomo Mitsui Trust Group  -> Custody Bank of Japan Ltd [33.3%] -> Marubeni Corp [6.56%] -> Fujairah F2 CV [50.0%] -> Fujairah Asia Power Company PJSC [40.0%] -> Fujairah F2 Integrated Water and power plant [100.0%],,Fujairah Asia Power Company PJSC,E100000003047,,,,451010,Fujairah F2 Integrated Water and power plant,power,electricity-generation,ARE
member/employee owned ,E100002001974,person,not applicable,not applicable,,,,member/employee owned  -> Nippon Life Insurance Co [unknown %] -> The Master Trust Bank of Japan Ltd [33.5%] -> Marubeni Corp [16.55%] -> Fujairah F2 CV [50.0%] -> Fujairah Asia Power Company PJSC [40.0%] -> Fujairah F2 Integrated Water and power plant [100.0%],,Fujairah Asia Power Company PJSC,E100000003047,,,,451010,Fujairah F2 Integrated Water and power plant,power,electricity-generation,ARE
Shikoku Electric Power Co Inc,E100000000655,legal entity,353800KWK6U7ZCIWXS64,4295880441,JPN,JPN,,Shikoku Electric Power Co Inc -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Mitsubishi UFJ Financial Group Inc,E100001016498,legal entity,353800V2V8PUY9TK3E06,5000000933,JPN,JPN,,Mitsubishi UFJ Financial Group Inc -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Sharjah Asset Management ,E100000001088,legal entity,not found,,ARE,,,Sharjah Asset Management  -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> General Electric Co [7.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Custody Bank of Japan Ltd,E100001000179,legal entity,549300300IVF7LGDV529,5000069627,JPN,JPN,,Custody Bank of Japan Ltd -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
State Street Bank and Trust Co,E100000136108,legal entity,571474TGEMMWANRLN572,4296555888,USA,USA,,State Street Bank and Trust Co -> Sumitomo Corp [9.46%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,,The Vanguard Group Inc -> General Electric Co [8.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
General Electric Co,E100000001223,legal entity,3C7474T6CDKPR9K6YT90,4295903128,USA,USA,,General Electric Co -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Daiichi Life Group Inc,E100002022203,legal entity,549300ZUFXI7JXZVTZ25,4295880128,JPN,JPN,,Daiichi Life Group Inc -> The Dai-ichi Life Insurance Co Ltd [100.0%] -> Custody Bank of Japan Ltd [8.0%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Sumitomo Corp,E100000000657,legal entity,V82KK8NH1P0JS71FJC05,5000000997,JPN,JPN,,Sumitomo Corp -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Resona Bank Ltd,E100001016256,legal entity,549300RHQA2HXUOC5Z25,5000007230,JPN,JPN,,Resona Bank Ltd -> Custody Bank of Japan Ltd [16.7%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Norinchukin Bank ,E100001016492,legal entity,5493007VSMFZCPV1NB83,4295878071,JPN,JPN,,Norinchukin Bank  -> The Norinchukin Trust & Banking Co Ltd [100.0%] -> The Master Trust Bank of Japan Ltd [10.0%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Sharjah Electricity & Water Authority ,E100000002161,state body,549300WDH22KDGVG4714,5000072048,ARE,ARE,21.88,Sharjah Electricity & Water Authority  -> Hamriyah power station [21.88%],,Sharjah Electricity & Water Authority ,E100000002161,,,,450895,Hamriyah power station,power,electricity-generation,ARE
State Street Corp,E100001010596,legal entity,549300ZFEEJ2IP5VME73,4295904976,USA,USA,,State Street Corp -> State Street Bank and Trust Co [100.0%] -> Sumitomo Corp [9.46%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> FMR LLC [unknown %] -> General Electric Co [6.15%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,,BlackRock Inc -> General Electric Co [7.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Asahi Mutual Life Insurance Co,E100001016257,legal entity,549300ZTKF2W3KCEJ782,4295880659,JPN,JPN,,Asahi Mutual Life Insurance Co -> Custody Bank of Japan Ltd [5.0%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Sumitomo Mitsui Trust Group ,E100001016255,legal entity,353800P843RLCDBLNT17,4295878477,JPN,JPN,,Sumitomo Mitsui Trust Group  -> Custody Bank of Japan Ltd [33.3%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Shikoku Electric Power Co Inc [87.4%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
The Norinchukin Trust & Banking Co Ltd,E100001016126,legal entity,353800KATW3NT9UZ7C55,5000030180,JPN,JPN,,The Norinchukin Trust & Banking Co Ltd -> The Master Trust Bank of Japan Ltd [10.0%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Mizuho Financial Group Inc,E100000134222,legal entity,353800CI5L6DDAN5XZ33,4295878505,JPN,JPN,,Mizuho Financial Group Inc -> Custody Bank of Japan Ltd [27.0%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Resonac Holdings Corp,E100002011285,legal entity,5493006AIPA1V92YPP18,4295877962,JPN,JPN,,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
FMR LLC,E100001014849,legal entity,6X064LF7Y6B4DKF2GZ26,4298009434,USA,USA,,FMR LLC -> General Electric Co [6.15%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
The Master Trust Bank of Japan Ltd,E100001000178,legal entity,5493009GCYS5Q8HOI372,4296024114,JPN,JPN,,The Master Trust Bank of Japan Ltd -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
The Dai-ichi Life Insurance Co Ltd,E100000133542,legal entity,3538001235ACEIORUV72,5050714842,JPN,JPN,,The Dai-ichi Life Insurance Co Ltd -> Custody Bank of Japan Ltd [8.0%] -> Sumitomo Corp [5.13%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Nippon Life Insurance Co,E100001000382,legal entity,549300Y0HHMFW3EVWY08,4295880569,JPN,JPN,,Nippon Life Insurance Co -> The Master Trust Bank of Japan Ltd [33.5%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Meiji Yasuda Life Insurance Co,E100001011617,legal entity,549300SLU4LP6YMRLK07,4295878049,JPN,JPN,,Meiji Yasuda Life Insurance Co -> The Master Trust Bank of Japan Ltd [10.0%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Mitsubishi UFJ Trust and Banking Corp,E100001016125,legal entity,JBONEPAGQXF4QP29B387,4295880553,JPN,JPN,,Mitsubishi UFJ Trust and Banking Corp -> The Master Trust Bank of Japan Ltd [46.5%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
member/employee owned ,E100002001974,person,not applicable,not applicable,,,,member/employee owned  -> Nippon Life Insurance Co [unknown %] -> The Master Trust Bank of Japan Ltd [33.5%] -> Shikoku Electric Power Co Inc [12.6%] -> Sharjah Hamriyah Independent Power Co [unknown %] -> Hamriyah power station [78.12%],,Sharjah Hamriyah Independent Power Co,E100000004018,,,,450895,Hamriyah power station,power,electricity-generation,ARE
Abunayyan Holding Co,E100002021869,legal entity,not found,4297787299,SAU,SAU,,Abunayyan Holding Co -> Vision International Investment Co [unknown %] -> ACWA Power Co [22.75%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
The Silk Road Fund Co Ltd,E100001010605,legal entity,3003007HQ2I22BHVY440,5045824090,CHN,CHN,7.35,The Silk Road Fund Co Ltd -> Hassyan Energy Phase I PSC [7.35%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,9.18,unknown  -> Dubai Electricity and Water Authority PJSC [18.0%] -> Hassyan Energy Phase I PSC [51.0%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Harbin Electric Corp,E100000124527,legal entity,,,CHN,CHN,8.88,Harbin Electric Corp -> Harbin Electric Co Ltd [60.41%] -> Harbin Electric International Co Ltd [100.0%] -> Hassyan Energy Phase I PSC [14.7%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Dubai Electricity and Water Authority PJSC,E100000002158,legal entity,213800K4OJF8DKATLT41,5000020200,ARE,ARE,51,Dubai Electricity and Water Authority PJSC -> Hassyan Energy Phase I PSC [51.0%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Government of Saudi Arabia ,E100001000198,state,635400FMICXSM3SI3H65,5000051009,SAU,SAU,11.9,Government of Saudi Arabia  -> Public Investment Fund (Saudi Arabia)  [100.0%] -> ACWA Power Co [44.16%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Al Muhaidib Group ,E100002021870,legal entity,558600H26L5R0CSQB958,5083535822,SAU,SAU,,Al Muhaidib Group  -> Vision International Investment Co [unknown %] -> ACWA Power Co [22.75%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Shareholders of overseas listed foreign shares ,E100000125870,legal entity,not found,not found,CHN,CHN,5.82,Shareholders of overseas listed foreign shares  -> Harbin Electric Co Ltd [39.59%] -> Harbin Electric International Co Ltd [100.0%] -> Hassyan Energy Phase I PSC [14.7%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Abunayyan Holding Co [unknown %] -> Vision International Investment Co [unknown %] -> ACWA Power Co [22.75%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,8.92,small shareholder(s)  -> ACWA Power Co [33.09%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Municipality of Dubai ,E100001000280,state,not found,5035943651,ARE,ARE,41.82,Municipality of Dubai  -> Dubai Electricity and Water Authority PJSC [82.0%] -> Hassyan Energy Phase I PSC [51.0%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Public Investment Fund (Saudi Arabia) ,E100000001358,state body,558600EF1LZ82YHRMV66,4297338934,SAU,SAU,11.9,Public Investment Fund (Saudi Arabia)  -> ACWA Power Co [44.16%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Harbin Electric Co Ltd,E100000124191,legal entity,529900QH6Y4U07RU0U61,4295864357,CHN,CHN,14.7,Harbin Electric Co Ltd -> Harbin Electric International Co Ltd [100.0%] -> Hassyan Energy Phase I PSC [14.7%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
Vision International Investment Co,E100000000893,legal entity,254900TI5RFUF56OCZ12,5081403330,SAU,SAU,6.13,Vision International Investment Co -> ACWA Power Co [22.75%] -> Hassyan Energy Phase I PSC [26.95%] -> Hassyan Clean-Coal Power Project [100.0%],,Hassyan Energy Phase I PSC,E100001014654,,,,4406492,Hassyan Clean-Coal Power Project,power,electricity-generation,ARE
